COMPONENT,COST_AMOUNT,FYYearInt,LEVEL_OF_MAINTENANCE,NATURE_OF_COST,NON_MAINTAINERS,NUMBER_OF_MAINTAINERS,PER_CAPITA_RATE,PROVIDER_OF_MAINTENANCE,SERVICE
Active,0,2016,Field,Labor,,0,0,Organic,Other DoD
Active,2728.464089,2013,Field,Labor,,39837,68490.70183,Organic,Marine Corps
Active,2836.526941,2014,Field,Labor,,40312,70364.33174,Organic,Marine Corps
Active,2931.586904,2011,Field,Labor,,42446,69066.27018,Organic,Marine Corps
Active,5661.357608,2008,Field,Labor,,91600,61805.21406,Organic,Army
Active,6073.877235,2017,Field,Labor,,80932,75049.14292,Organic,Army
Active,6075.462824,2016,Field,Labor,,75423,80551.8585,Organic,Air Force
Active,6167.410015,2015,Field,Labor,,82997,74308.83062,Organic,Army
Active,6235.732617,2017,Field,Labor,,78256,79683.76376,Organic,Air Force
Active,6402.935356,2014,Field,Labor,,85550,74844.36418,Organic,Army
Active,8541.623902,2009,Field,Labor,,115552,73920.17362,Organic,Navy
Active,9383.055881,2013,Field,Labor,,116936,80240.9513,Organic,Navy
Active,24545.70342,2016,Field,Labor,,315180,77878.36609,Organic,Total DoD
Active,24726.61012,2015,Field,Labor,,318494,77636.03121,Organic,Total DoD
Active,24912.64173,2013,Field,Labor,,326720,76250.73986,Organic,Total DoD
Active,25009.4774,2014,Field,Labor,,321795,77718.66373,Organic,Total DoD
Civilian,6.771345693,2014,Depot,Labor,0,0,106858.6719,Organic,Other DoD
Civilian,14.24813,2009,Depot,Labor,0,0,91572.52958,Organic,Other DoD
Civilian,16.81983739,2008,Depot,Labor,0,0,88527.8567,Organic,Other DoD
Civilian,24.80356396,2012,Depot,Labor,0,0,102152.5712,Organic,Other DoD
Civilian,82.55737587,2008,Field,Labor,,1075,76797.55895,Organic,Marine Corps
Civilian,100.2404845,2014,Field,Labor,,1153,86938.84171,Organic,Marine Corps
Civilian,104.6386529,2016,Field,Labor,,1117,93678.29266,Organic,Marine Corps
Civilian,152.3094837,2012,Field,Labor,,1491,102152.5712,Organic,Other DoD
Civilian,153.3914089,2008,Depot,Labor,1188,1043,76797.55895,Organic,Marine Corps
Civilian,174.9724277,2012,Depot,Labor,659,1223,86132.20146,Organic,Marine Corps
Civilian,189.1878683,2010,Depot,Labor,778,1548,81263.05883,Organic,Marine Corps
Civilian,239.4898691,2013,Depot,Labor,598,1113,86579.33929,Organic,Marine Corps
Civilian,270.7762595,2014,Depot,Labor,552,1031,86938.84171,Organic,Marine Corps
Civilian,1107.065077,2017,Depot,Labor,4676,6791,95513.60005,Organic,Army
Civilian,1348.703117,2014,Field,Labor,,14781,91245.72876,Organic,Navy
Civilian,2127.724019,2008,Field,Labor,,27592,77113.80179,Organic,Air Force
Civilian,2289.137762,2010,Field,Labor,,28108,81440.79129,Organic,Air Force
Civilian,2579.27024,2013,Field,Labor,,29727,86765.23833,Organic,Army
Civilian,2695.686993,2010,Field,Labor,,32822,82130.49154,Organic,Army
Civilian,2759.789893,2013,Depot,Labor,6762,15391,86065.93062,Organic,Air Force
Civilian,2789.847115,2012,Depot,Labor,8388,16191,85638.348,Organic,Air Force
Civilian,3085.167558,2014,Depot,Labor,6826,15032,87264.46214,Organic,Air Force
Civilian,3153.842612,2015,Depot,Labor,7035,14892,84961.66963,Organic,Air Force
Civilian,3295.327772,2009,Depot,Labor,15837,20127,83577.59087,Organic,Navy
Civilian,6373.154216,2014,Field,Labor,,72013,88500.0516,Organic,Total DoD
Civilian,6405.114183,2009,Field,Labor,,78409,81688.50748,Organic,Total DoD
Civilian,6553.236808,2013,Field,Labor,,74683,87747.36966,Organic,Total DoD
Civilian,8043.634163,2015,Depot,Labor,31188,47381,102376.6901,Organic,Total DoD
Guard/Reserve,0,2008,Field,Labor,,0,0,Organic,Other DoD
Guard/Reserve,0,2010,Field,Labor,,0,0,Organic,Other DoD
Guard/Reserve,0,2011,Field,Labor,,0,0,Organic,Other DoD
Guard/Reserve,0,2015,Field,Labor,,0,0,Organic,Other DoD
Guard/Reserve,406.9672342,2014,Field,Labor,,12327,33014.2966,Organic,Navy
Guard/Reserve,471.0027367,2013,Field,Labor,,13063,36056.24563,Organic,Navy
Guard/Reserve,503.27393,2012,Field,Labor,,13902,36201.5487,Organic,Navy
Guard/Reserve,589.5252332,2017,Field,Labor,,13072,45098.31955,Organic,Navy
Guard/Reserve,1291.606478,2016,Field,Labor,,42299,30535.15397,Organic,Air Force
Guard/Reserve,1522.353493,2010,Field,Labor,,44979,33845.87236,Organic,Air Force
Guard/Reserve,2611.415729,2012,Field,Labor,,86983,30022.13915,Organic,Army
Guard/Reserve,2709.176687,2008,Field,Labor,,86537,31306.57045,Organic,Army
Guard/Reserve,3964.875761,2015,Field,Labor,,148927,26622.94789,Organic,Total DoD
Guard/Reserve,5027.025093,2011,Field,Labor,,151171,33253.89852,Organic,Total DoD
Guard/Reserve,5173.501812,2009,Field,Labor,,155888,33187.29993,Organic,Total DoD
Total,137.837689,2015,Field,Labor,,1256,109743.383,Organic,Other DoD
Total,140.8701717,2016,Field,Labor,,1251,112606.0525,Organic,Other DoD
Total,143.0538846,2017,Field,Labor,,1254,114078.0579,Organic,Other DoD
Total,148.8614627,2013,Field,Labor,,1420,104832.016,Organic,Other DoD
Total,152.3094837,2012,Field,Labor,,1491,102152.5712,Organic,Other DoD
Total,153.5462546,2011,Field,Labor,,1555,98743.57208,Organic,Other DoD
Total,3041.578618,2009,Field,Labor,,49507,61437.34458,Organic,Marine Corps
Total,9590.755153,2014,Field,Labor,,145707,65822.19903,Organic,Air Force
Total,9973.002221,2013,Field,Labor,,151922,65645.54324,Organic,Air Force
Total,10016.24483,2016,Field,Labor,,145990,68609.11588,Organic,Air Force
Total,10301.24781,2009,Field,Labor,,167092,61650.15564,Organic,Air Force
Total,10306.94533,2011,Field,Labor,,155162,66426.99455,Organic,Air Force
Total,11534.9555,2013,Field,Labor,,202322,57012.85824,Organic,Army
Total,12267.71557,2012,Field,Labor,,211961,57877.23011,Organic,Army
Total,33219.21144,2008,Field,Labor,,568347,58448.8199,Organic,Total DoD
,0,2009,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,0,2010,Field,Labor,,,,Commercial,Other DoD
,0,2010,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,0,2010,Field,Materials,,,,Commercial,Other DoD
,0,2011,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,0,2011,Field,Materials,,,,Organic,Other DoD
,0,2012,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,0,2012,Field,Materials,,,,Commercial,Other DoD
,0,2013,Field,Overhead,,,,Commercial,Other DoD
,0,2014,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,0,2014,Field,Materials,,,,Commercial,Other DoD
,2.508513053,2014,Depot,Contract,,,,Organic,Other DoD
,2.753246753,2010,Depot,Overhead,,,,Commercial,Marine Corps
,2.798456504,2009,Field,Overhead,,,,Organic,Other DoD
,3.070925092,2011,Field,Overhead,,,,Organic,Other DoD
,4.509090909,2011,Depot,Overhead,,,,Commercial,Marine Corps
,5.037403434,2016,Field,Overhead,,,,Organic,Other DoD
,5.191748711,2015,Depot,Overhead,,,,Commercial,Other DoD
,5.721077693,2017,Field,Overhead,,,,Organic,Other DoD
,6.173845757,2009,Depot,Contract,,,,Organic,Other DoD
,6.695156695,2016,Depot,Overhead,,,,Commercial,Marine Corps
,6.78111588,2016,Depot,Overhead,,,,Organic,Marine Corps
,8.719884942,2011,Depot,Contract,,,,Organic,Other DoD
,8.901960784,2016,Field,Overhead,,,,Commercial,Marine Corps
,9.595047717,2009,Depot,Materials,,,,Organic,Other DoD
,9.705882353,2017,Field,Overhead,,,,Commercial,Marine Corps
,9.853727145,2014,Depot,Overhead,,,,Commercial,Other DoD
,10.17647059,2015,Field,Overhead,,,,Commercial,Marine Corps
,10.55905172,2008,Depot,Labor,,,,Commercial,Marine Corps
,10.80590238,2013,Depot,Contract,,,,Organic,Other DoD
,15.6375674,2008,Field,Overhead,,,,Commercial,Marine Corps
,16.41410589,2012,Depot,Overhead,,,,Organic,Marine Corps
,18.21568627,2012,Field,Overhead,,,,Commercial,Marine Corps
,18.69754049,2012,Depot,Materials,,,,Organic,Other DoD
,19.22941102,2016,Depot,Materials,,,,Organic,Other DoD
,23.17004646,2011,Field,Overhead,,,,Commercial,Marine Corps
,26.80392157,2014,Field,Overhead,,,,Commercial,Air Force
,31.38701299,2010,Depot,Materials,,,,Commercial,Marine Corps
,34.19607843,2017,Field,Overhead,,,,Commercial,Air Force
,38.5825055,2014,Field,Materials,,,,Commercial,Marine Corps
,40.50127509,2009,Field,Overhead,,,,Commercial,Air Force
,44.47603306,2011,Depot,Labor,,,,Commercial,Marine Corps
,45.64330758,2008,Depot,Overhead,,,,Commercial,Other DoD
,48.81957985,2011,Field,Overhead,,,,Commercial,Navy
,48.90196078,2016,Field,Overhead,,,,Commercial,Navy
,50.21487603,2011,Depot,Materials,,,,Commercial,Marine Corps
,54.62939212,2010,Field,Overhead,,,,Commercial,Navy
,56,2013,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Other DoD
,56.92156863,2016,Field,Overhead,,,,Commercial,Army
,68.65329246,2015,Field,Overhead,,,,Organic,Marine Corps
,73.44738235,2014,Depot,Labor,,,,Commercial,Marine Corps
,76.5490164,2009,Field,Overhead,,,,Commercial,Army
,77.98283262,2016,Depot,Contract,,,,Organic,Marine Corps
,79,2016,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Other DoD
,80.22512608,2013,Depot,Materials,,,,Commercial,Marine Corps
,81.24281432,2016,Depot,Overhead,,,,Commercial,Air Force
,86.66178804,2017,Depot,Overhead,,,,Commercial,Air Force
,89.14992617,2013,Depot,Labor,,,,Commercial,Marine Corps
,93.05882353,2015,Field,Overhead,,,,Commercial,Army
,97.75585123,2017,Depot,Overhead,,,,Organic,Air Force
,106.801243,2010,Field,Overhead,,,,Organic,Marine Corps
,108.3951649,2012,Field,Materials,,,,Commercial,Air Force
,112,2015,Field,Materials,,,,Organic,Other DoD
,119,2017,Depot,Labor/Materials/Overhead,,,,Commercial,Marine Corps
,127.0815451,2017,Depot,Materials,,,,Organic,Marine Corps
,127.4849785,2016,Depot,Materials,,,,Organic,Marine Corps
,132.0872705,2008,Field,Labor/Materials/Overhead,,,,Organic,Other DoD
,136.2070153,2014,Field,Materials,,,,Commercial,Air Force
,162,2014,Field,Materials,,,,Organic,Marine Corps
,178.1182115,2014,Depot,Overhead,,,,Organic,Army
,179.5320193,2008,Field,Materials,,,,Commercial,Air Force
,182.2766966,2010,Field,Overhead,,,,Commercial,Army
,185,2009,Field,Materials,,,,Organic,Marine Corps
,191.6681018,2010,Depot,Overhead,,,,Commercial,Army
,192.4328533,2014,Depot,Contract,,,,Organic,Marine Corps
,192.7810244,2008,Depot,Overhead,,,,Organic,Air Force
,200.8825799,2008,Field,Overhead,,,,Commercial,Total DoD
,201.5646447,2010,Depot,Materials,,,,Organic,Marine Corps
,203.2352941,2014,Field,Overhead,,,,Commercial,Total DoD
,213.5151031,2014,Field,Overhead,,,,Organic,Air Force
,220.0620552,2015,Field,Materials,,,,Commercial,Air Force
,232.1897552,2017,Depot,Overhead,,,,Organic,Army
,236.3671154,2017,Field,Overhead,,,,Organic,Army
,241.1013117,2015,Field,Overhead,,,,Organic,Army
,246.8440403,2010,Field,Overhead,,,,Organic,Air Force
,254.9822401,2011,Depot,Overhead,,,,Organic,Army
,278.0413508,2012,Depot,Labor,,,,Commercial,Other DoD
,279.0970504,2008,Field,Overhead,,,,Organic,Navy
,286.4500685,2014,Field,Overhead,,,,Organic,Navy
,291.7749623,2017,Field,Labor/Materials/Overhead,,,,Organic,Other DoD
,305.8321613,2016,Depot,Materials,,,,Commercial,Other DoD
,308.8285737,2008,Field,Overhead,,,,Organic,Army
,314.9461884,2008,Depot,Materials,,,,Commercial,Other DoD
,318.510504,2008,Depot,Labor,,,,Commercial,Other DoD
,319.0566401,2010,Field,Overhead,,,,Commercial,Total DoD
,343.0183144,2011,Depot,Overhead,,,,Organic,Air Force
,345.4601151,2010,Depot,Overhead,,,,Organic,Air Force
,347.1663099,2010,Field,Materials,,,,Commercial,Army
,353.2084189,2009,Depot,Overhead,,,,Organic,Air Force
,363.7126638,2011,Depot,Overhead,,,,Commercial,Air Force
,382.5334248,2016,Field,Labor,,,,Commercial,Marine Corps
,393.8860826,2010,Field,Overhead,,,,Organic,Army
,425.2265385,2009,Field,Materials,,,,Commercial,Navy
,434.5377931,2011,Field,Materials,,,,Commercial,Navy
,454,2016,Field,Labor/Materials/Overhead,,,,Commercial,Marine Corps
,460.5528667,2011,Field,Overhead,,,,Organic,Army
,463.8632132,2016,Field,Materials,,,,Commercial,Navy
,468,2009,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Marine Corps
,477.4,2008,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Marine Corps
,521.7,2011,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Marine Corps
,522.805,2010,Field,Materials,,,,Organic,Marine Corps
,533.2395858,2013,Field,Materials,,,,Commercial,Navy
,562.7962165,2008,Depot,Contract,,,,Organic,Air Force
,616.9102601,2013,Depot,Overhead,,,,Organic,Navy
,631,2017,Field,Materials,,,,Organic,Army
,638,2011,Field,Materials,,,,Organic,Air Force
,651.5621446,2013,Depot,Contract,,,,Organic,Air Force
,653.7098017,2016,Field,Materials,,,,Commercial,Other DoD
,661.8885507,2015,Field,Materials,,,,Commercial,Other DoD
,696.7657783,2012,Field,Labor,,,,Commercial,Marine Corps
,703.6329186,2015,Depot,Contract,,,,Organic,Army
,709.927837,2013,Depot,Overhead,,,,Commercial,Navy
,728.3809524,2014,Depot,Contract,,,,Organic,Air Force
,741.8063761,2017,Field,Labor,,,,Commercial,Other DoD
,765.4420207,2017,Depot,Labor,,,,Commercial,Army
,776.783008,2016,Depot,Materials,,,,Commercial,Army
,811.4562477,2011,Depot,Overhead,,,,Commercial,Navy
,853.325621,2011,Field,Labor,,,,Commercial,Marine Corps
,883.4293121,2014,Field,Overhead,,,,Organic,Total DoD
,928.2841352,2013,Depot,Labor,,,,Commercial,Army
,929,2012,Field,Labor/Materials/Overhead,,,,Commercial,Marine Corps
,935.6098563,2009,Depot,Contract,,,,Organic,Air Force
,956.1481056,2012,Depot,Contract,,,,Organic,Army
,957.89486,2010,Depot,Contract,,,,Organic,Navy
,969.3952673,2017,Depot,Contract,,,,Organic,Navy
,974,2012,Field,Materials,,,,Organic,Marine Corps
,988.7836549,2011,Depot,Contract,,,,Organic,Navy
,993.9844006,2016,Depot,Overhead,,,,Commercial,Total DoD
,998.2946458,2008,Depot,Overhead,,,,Commercial,Total DoD
,1069.297919,2010,Field,Overhead,,,,Organic,Total DoD
,1142.75622,2012,Depot,Overhead,,,,Organic,Total DoD
,1184.616195,2008,Depot,Materials,,,,Organic,Navy
,1226.142981,2015,Depot,Overhead,,,,Commercial,Total DoD
,1254.917033,2014,Depot,Materials,,,,Organic,Navy
,1255.102493,2014,Depot,Overhead,,,,Commercial,Total DoD
,1276.895321,2010,Depot,Overhead,,,,Commercial,Total DoD
,1293.650147,2011,Depot,Materials,,,,Organic,Navy
,1342.618317,2016,Depot,Materials,,,,Organic,Navy
,1344.182844,2013,Depot,Materials,,,,Organic,Army
,1374,2011,Field,Labor/Materials/Overhead,,,,Commercial,Air Force
,1408.563289,2011,Depot,Labor,,,,Commercial,Army
,1415,2013,Field,Labor/Materials/Overhead,,,,Commercial,Air Force
,1427.492176,2014,Field,Materials,,,,Commercial,Army
,1480.401777,2008,Field,Labor,,,,Commercial,Air Force
,1513,2017,Field,Labor/Materials/Overhead,,,,Commercial,Other DoD
,1616.476279,2010,Depot,Materials,,,,Organic,Army
,1619.723822,2009,Field,Labor,,,,Commercial,Air Force
,1747.413,2017,Depot,Materials,,,,Commercial,Navy
,1770,2017,Depot,Labor/Materials/Overhead,,,,Commercial,Army
,1868.825629,2012,Depot,Materials,,,,Organic,Army
,1957.3,2008,Field,Materials,,,,Organic,Navy
,1981.234826,2016,Field,Labor,,,,Commercial,Navy
,2108.261807,2009,Depot,Materials,,,,Organic,Air Force
,2137,2014,Depot,Labor/Materials/Overhead,,,,Commercial,Army
,2210.045559,2014,Field,Materials,,,,Commercial,Total DoD
,2221.948931,2014,Depot,Materials,,,,Commercial,Air Force
,2277.755159,2017,Field,Labor,,,,Commercial,Navy
,2331,2013,Depot,Labor/Materials/Overhead,,,,Commercial,Army
,2384.228487,2015,Field,Labor,,,,Commercial,Navy
,2428.701673,2012,Depot,Materials,,,,Organic,Air Force
,2471.796925,2015,Depot,Contract,,,,Organic,Total DoD
,2498.179655,2010,Depot,Materials,,,,Commercial,Air Force
,2683,2013,Field,Materials,,,,Organic,Navy
,2854,2014,Field,Materials,,,,Organic,Navy
,2959,2012,Field,Labor/Materials/Overhead,,,,Commercial,Navy
,2984,2013,Field,Materials,,,,Organic,Army
,3041,2017,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Army
,3504.888539,2016,Field,Labor/Materials/Overhead,,,,Organic,Marine Corps
,3808.505627,2012,Field,Labor,,,,Commercial,Army
,3867.173394,2010,Field,Labor/Materials/Overhead,,,,Organic,Marine Corps
,4130.718434,2015,Field,Labor,,,,Commercial,Army
,4227.886142,2012,Field,Labor/Materials/Overhead,,,,Organic,Marine Corps
,4746,2015,Field,Labor/Materials/Overhead,,,,Commercial,Army
,4826.709041,2011,Field,Labor,,,,Commercial,Army
,5008.564681,2015,Depot,Materials,,,,Organic,Total DoD
,5048.364912,2014,Depot,Materials,,,,Organic,Total DoD
,5054.481519,2015,Depot,Materials,,,,Commercial,Total DoD
,5126,2009,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Army
,5166.9,2008,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Army
,5283,2013,Field,Labor/Materials/Overhead,,,,Commercial,Army
,5333.518723,2013,Depot,Materials,,,,Commercial,Total DoD
,5341.9,2008,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Air Force
,5365.80702,2017,Depot,Labor,,,,Commercial,Navy
,5448.2,2009,Field,Materials,,,,Organic,Army
,5476.272572,2010,Depot,Materials,,,,Organic,Total DoD
,5518,2012,Field,Labor/Materials/Overhead,,,,Commercial,Army
,5712,2015,Field,Materials,,,,Organic,Total DoD
,5827,2013,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Air Force
,5830,2009,Depot,Labor/Materials/Overhead,,,,Commercial,Air Force
,5832,2016,Depot,Labor/Materials/Overhead,,,,Commercial,Air Force
,5848.004237,2011,Depot,Materials,,,,Organic,Total DoD
,6422,2016,Depot,Labor/Materials/Overhead,,,,Commercial,Navy
,6659,2015,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Air Force
,6863.1,2011,Depot,Labor/Materials/Overhead,,,,Commercial,Navy
,6913,2016,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Air Force
,6982.899889,2008,Depot,Labor,,,,Commercial,Total DoD
,7056.282513,2016,Field,Labor,,,,Commercial,Total DoD
,7821.352134,2016,Depot,Labor,,,,Commercial,Total DoD
,7922.459101,2017,Field,Labor,,,,Commercial,Total DoD
,8117.375499,2015,Depot,Labor,,,,Commercial,Total DoD
,8320.250074,2014,Depot,Labor,,,,Commercial,Total DoD
,8496.772,2009,Field,Labor/Materials/Overhead,,,,Commercial,Total DoD
,8945.071171,2011,Depot,Labor,,,,Commercial,Total DoD
,9819.244411,2015,Field,Labor,,,,Commercial,Total DoD
,10564.89284,2010,Field,Labor,,,,Commercial,Total DoD
,10889.27026,2014,Field,Labor/Materials/Overhead,,,,Organic,Air Force
,12012.886,2010,Field,Labor/Materials/Overhead,,,,Commercial,Total DoD
,12049.88336,2016,Field,Labor/Materials/Overhead,,,,Organic,Army
,12112.48057,2008,Field,Labor/Materials/Overhead,,,,Organic,Navy
,14536.41023,2012,Field,Labor/Materials/Overhead,,,,Organic,Navy
,14669.80158,2017,Field,Labor/Materials/Overhead,,,,Organic,Navy
,14809.33462,2013,Field,Labor/Materials/Overhead,,,,Organic,Army
,14840,2014,Depot,Labor/Materials/Overhead,,,,Commercial,Total DoD
,14953,2013,Depot,Labor/Materials/Overhead,,,,Commercial,Total DoD
,16749,2014,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Total DoD
,17679.99794,2009,Depot,Labor/Materials/Contract/Overhead,,,,Organic,Total DoD
,17774.22988,2012,Field,Labor/Materials/Overhead,,,,Organic,Army
,41892.69782,2017,Field,Labor/Materials/Overhead,,,,Organic,Total DoD
,46086.18413,2011,Field,Labor/Materials/Overhead,,,,Organic,Total DoD
